full_text,sentences,cleansing,case folding,tokens,normalize,Stopword,stemming
Skrng lagi suka bgt kopken si. Dulu tu fore tp kata gue fore terlalu banyak cream gt gt jadi rasa kopi nya kurang kerasa. Kalo kopken mantan itu masih ada pait2nya jadi enak. Tuku jg enak. Janjiw b aja tp ya lumayan kalo dr app tu cuma 10rb,Dulu tu fore tp kata gue fore terlalu banyak cream gt gt jadi rasa kopi nya kurang kerasa.,Dulu tu fore tp kata gue fore terlalu banyak cream gt gt jadi rasa kopi nya kurang kerasa,dulu tu fore tp kata gue fore terlalu banyak cream gt gt jadi rasa kopi nya kurang kerasa,"['dulu', 'tu', 'fore', 'tp', 'kata', 'gue', 'fore', 'terlalu', 'banyak', 'cream', 'gt', 'gt', 'jadi', 'rasa', 'kopi', 'nya', 'kurang', 'kerasa']","['dulu', 'itu', 'fore', 'tapi', 'kata', 'saya', 'fore', 'terlalu', 'banyak', 'cream', 'begitu', 'begitu', 'jadi', 'rasa', 'kopi', 'nya', 'kurang', 'kerasa']","['dulu', 'fore', 'kata', 'fore', 'terlalu', 'banyak', 'cream', 'jadi', 'rasa', 'kopi', 'nya', 'kurang', 'kerasa']",dulu fore kata fore terlalu banyak cream jadi rasa kopi nya kurang rasa
Skrng lagi suka bgt kopken si. Dulu tu fore tp kata gue fore terlalu banyak cream gt gt jadi rasa kopi nya kurang kerasa. Kalo kopken mantan itu masih ada pait2nya jadi enak. Tuku jg enak. Janjiw b aja tp ya lumayan kalo dr app tu cuma 10rb,Kalo kopken mantan itu masih ada pait2nya jadi enak.,Kalo kopken mantan itu masih ada paitnya jadi enak,kalo kopken mantan itu masih ada paitnya jadi enak,"['kalo', 'kopken', 'mantan', 'itu', 'masih', 'ada', 'paitnya', 'jadi', 'enak']","['kalo', 'kopi kenangan', 'mantan', 'itu', 'masih', 'ada', 'paitnya', 'jadi', 'enak']","['kalo', 'kopi kenangan', 'mantan', 'paitnya', 'jadi', 'enak']",kalo kopi kenang mantan paitnya jadi enak
Skrng lagi suka bgt kopken si. Dulu tu fore tp kata gue fore terlalu banyak cream gt gt jadi rasa kopi nya kurang kerasa. Kalo kopken mantan itu masih ada pait2nya jadi enak. Tuku jg enak. Janjiw b aja tp ya lumayan kalo dr app tu cuma 10rb,Tuku jg enak.,Tuku jg enak,tuku jg enak,"['tuku', 'jg', 'enak']","['tuku', 'juga', 'enak']","['tuku', 'enak']",tuku enak
Skrng lagi suka bgt kopken si. Dulu tu fore tp kata gue fore terlalu banyak cream gt gt jadi rasa kopi nya kurang kerasa. Kalo kopken mantan itu masih ada pait2nya jadi enak. Tuku jg enak. Janjiw b aja tp ya lumayan kalo dr app tu cuma 10rb,Janjiw b aja tp ya lumayan kalo dr app tu cuma 10rb,Janjiw b aja tp ya lumayan kalo dr app tu cuma rb,janjiw b aja tp ya lumayan kalo dr app tu cuma rb,"['janjiw', 'b', 'aja', 'tp', 'ya', 'lumayan', 'kalo', 'dr', 'app', 'tu', 'cuma', 'rb']","['janji jiwa', 'biasa', 'saja', 'tapi', 'ya', 'lumayan', 'kalo', 'dari', 'app', 'itu', 'cuma', 'ribu']","['janji jiwa', 'biasa', 'lumayan', 'kalo', 'app', 'cuma', 'ribu']",janji_jiwa biasa lumayan kalo app cuma ribu
Tergantung mood. But seringnya fore point tuku janjiw dan flash kalo balik ngampus,Tergantung mood.,Tergantung mood,tergantung mood,"['tergantung', 'mood']","['tergantung', 'mood']","['tergantung', 'mood']",gantung mood
Tergantung mood. But seringnya fore point tuku janjiw dan flash kalo balik ngampus,But seringnya fore point tuku janjiw dan flash kalo balik ngampus,But seringnya fore point tuku janjiw dan flash kalo balik ngampus,but seringnya fore point tuku janjiw dan flash kalo balik ngampus,"['but', 'seringnya', 'fore', 'point', 'tuku', 'janjiw', 'dan', 'flash', 'kalo', 'balik', 'ngampus']","['but', 'seringnya', 'fore', 'point', 'tuku', 'janji jiwa', 'dan', 'flash', 'kalo', 'balik', 'ngampus']","['but', 'seringnya', 'fore', 'point', 'tuku', 'janji jiwa', 'flash', 'kalo', 'balik', 'ngampus']",but sering fore point tuku janji_jiwa flash kalo balik ngampus
@tanyakanrl Fore ama janjiw soalnya deket,@tanyakanrl Fore ama janjiw soalnya deket, Fore ama janjiw soalnya deket, fore ama janjiw soalnya deket,"['fore', 'ama', 'janjiw', 'soalnya', 'deket']","['fore', 'sama', 'janji jiwa', 'soalnya', 'dekat']","['fore', 'sama', 'janji jiwa', 'soalnya', 'dekat']",fore sama janji_jiwa soal dekat
Tuku masih terbaik emang Janjiw emang udah gabisa diselamatkan *btw calf juga okelah for me,Tuku masih terbaik emang Janjiw emang udah gabisa diselamatkan *btw calf juga okelah for me,Tuku masih terbaik emang Janjiw emang udah gabisa diselamatkan btw calf juga okelah for me,tuku masih terbaik emang janjiw emang udah gabisa diselamatkan btw calf juga okelah for me,"['tuku', 'masih', 'terbaik', 'emang', 'janjiw', 'emang', 'udah', 'gabisa', 'diselamatkan', 'btw', 'calf', 'juga', 'okelah', 'for', 'me']","['tuku', 'masih', 'terbaik', 'memang', 'janji jiwa', 'memang', 'sudah', 'enggak bisa', 'diselamatkan', 'btw', 'calf', 'juga', 'okelah', 'for', 'me']","['tuku', 'terbaik', 'memang', 'janji jiwa', 'memang', 'enggak bisa', 'diselamatkan', 'btw', 'calf', 'okelah', 'for', 'me']",tuku baik memang janji_jiwa memang enggak bisa selamat btw calf oke for me
@FOODFESS2 1. kopi kemenangan 2. kopi kenangan 3. point coffee 4. kopi soe (kopi rum aja ehehe) 5. fore 6. tomoro janjiw,@FOODFESS2 1. kopi kemenangan 2. kopi kenangan 3. point coffee 4. kopi soe (kopi rum aja ehehe) 5. fore 6. tomoro janjiw,  kopi kemenangan  kopi kenangan  point coffee  kopi soe kopi rum aja ehehe  fore  tomoro janjiw,  kopi kemenangan  kopi kenangan  point coffee  kopi soe kopi rum aja ehehe  fore  tomoro janjiw,"['kopi', 'kemenangan', 'kopi', 'kenangan', 'point', 'coffee', 'kopi', 'soe', 'kopi', 'rum', 'aja', 'ehehe', 'fore', 'tomoro', 'janjiw']","['kopi', 'kemenangan', 'kopi', 'kenangan', 'point', 'coffee', 'kopi', 'soe', 'kopi', 'rum', 'saja', 'ehehe', 'fore', 'tomoro', 'janji jiwa']","['kopi', 'kemenangan', 'kopi', 'kenangan', 'point', 'coffee', 'kopi', 'soe', 'kopi', 'rum', 'ehehe', 'fore', 'tomoro', 'janji jiwa']",kopi menang kopi kenang point coffee kopi soe kopi rum ehehe fore tomoro janji_jiwa
@tanyakanrl janjiw ma foree,@tanyakanrl janjiw ma foree, janjiw ma foree, janjiw ma foree,"['janjiw', 'ma', 'foree']","['janji jiwa', 'sama', 'foree']","['janji jiwa', 'sama', 'foree']",janji_jiwa sama foree
@tanyakanrl hah gw seumur umur blm pernah ke kopken sama janjiw emg seenak itu ya? cm pernah fore sama excelso,@tanyakanrl hah gw seumur umur blm pernah ke kopken sama janjiw emg seenak itu ya?, hah gw seumur umur blm pernah ke kopken sama janjiw emg seenak itu ya, hah gw seumur umur blm pernah ke kopken sama janjiw emg seenak itu ya,"['hah', 'gw', 'seumur', 'umur', 'blm', 'pernah', 'ke', 'kopken', 'sama', 'janjiw', 'emg', 'seenak', 'itu', 'ya']","['hah', 'saya', 'seumur', 'umur', 'belum', 'pernah', 'ke', 'kopi kenangan', 'sama', 'janji jiwa', 'memang', 'seenak', 'itu', 'ya']","['hah', 'seumur', 'umur', 'pernah', 'kopi kenangan', 'sama', 'janji jiwa', 'memang', 'seenak']",hah umur umur pernah kopi kenang sama janji_jiwa memang enak
@tanyakanrl hah gw seumur umur blm pernah ke kopken sama janjiw emg seenak itu ya? cm pernah fore sama excelso,cm pernah fore sama excelso,cm pernah fore sama excelso,cm pernah fore sama excelso,"['cm', 'pernah', 'fore', 'sama', 'excelso']","['cuma', 'pernah', 'fore', 'sama', 'excelso']","['cuma', 'pernah', 'fore', 'sama', 'excelso']",cuma pernah fore sama excelso
sumpahh bener janjiw quality controlnya kek mana sih?!!!!,sumpahh bener janjiw quality controlnya kek mana sih?!!!,sumpahh bener janjiw quality controlnya kek mana sih,sumpahh bener janjiw quality controlnya kek mana sih,"['sumpahh', 'bener', 'janjiw', 'quality', 'controlnya', 'kek', 'mana', 'sih']","['sumpah', 'benar', 'janji jiwa', 'quality', 'controlnya', 'kayak', 'mana', 'sih']","['sumpah', 'benar', 'janji jiwa', 'quality', 'controlnya', 'kayak', 'mana', 'sih']",sumpah benar janji_jiwa quality controlnya kayak mana sih
sumpahh bener janjiw quality controlnya kek mana sih?!!!!,!,,,[],[],[],
enakan toastnya janjiw dr d sandwichnya fore,enakan toastnya janjiw dr d sandwichnya fore,enakan toastnya janjiw dr d sandwichnya fore,enakan toastnya janjiw dr d sandwichnya fore,"['enakan', 'toastnya', 'janjiw', 'dr', 'd', 'sandwichnya', 'fore']","['lebih enak', 'toastnya', 'janji jiwa', 'dari', 'di', 'sandwichnya', 'fore']","['lebih enak', 'toastnya', 'janji jiwa', 'sandwichnya', 'fore']",lebih enak toastnya janji_jiwa sandwichnya fore
ASLI. GW HATERS JANJIW.,ASLI.,ASLI,asli,['asli'],['asli'],['asli'],asli
ASLI. GW HATERS JANJIW.,GW HATERS JANJIW.,GW HATERS JANJIW,gw haters janjiw,"['gw', 'haters', 'janjiw']","['saya', 'haters', 'janji jiwa']","['haters', 'janji jiwa']",haters janji_jiwa
tp bener sih janjiw bentar doang udah ilang rasa kopiny alias esnya brutal. imo tomoro di bawah fore dah b aja mending fore,tp bener sih janjiw bentar doang udah ilang rasa kopiny alias esnya brutal.,tp bener sih janjiw bentar doang udah ilang rasa kopiny alias esnya brutal,tp bener sih janjiw bentar doang udah ilang rasa kopiny alias esnya brutal,"['tp', 'bener', 'sih', 'janjiw', 'bentar', 'doang', 'udah', 'ilang', 'rasa', 'kopiny', 'alias', 'esnya', 'brutal']","['tapi', 'benar', 'sih', 'janji jiwa', 'bentar', 'doang', 'sudah', 'hilang', 'rasa', 'kopiny', 'alias', 'esnya', 'brutal']","['benar', 'sih', 'janji jiwa', 'bentar', 'doang', 'hilang', 'rasa', 'kopiny', 'alias', 'esnya', 'brutal']",benar sih janji_jiwa bentar doang hilang rasa kopiny alias es brutal
tp bener sih janjiw bentar doang udah ilang rasa kopiny alias esnya brutal. imo tomoro di bawah fore dah b aja mending fore,imo tomoro di bawah fore dah b aja mending fore,imo tomoro di bawah fore dah b aja mending fore,imo tomoro di bawah fore dah b aja mending fore,"['imo', 'tomoro', 'di', 'bawah', 'fore', 'dah', 'b', 'aja', 'mending', 'fore']","['meurut saya', 'tomoro', 'di', 'bawah', 'fore', 'deh', 'biasa', 'saja', 'lebih baik', 'fore']","['meurut saya', 'tomoro', 'bawah', 'fore', 'deh', 'biasa', 'lebih baik', 'fore']",meurut saya tomoro bawah fore deh biasa lebih baik fore
karna di domku cuma ada kopken janjiw point coffe fore sama kopi soe. jadi paling enak fore tapi pricely wkwk jadi kopken aja yg enak dan murah,karna di domku cuma ada kopken janjiw point coffe fore sama kopi soe.,karna di domku cuma ada kopken janjiw point coffe fore sama kopi soe,karna di domku cuma ada kopken janjiw point coffe fore sama kopi soe,"['karna', 'di', 'domku', 'cuma', 'ada', 'kopken', 'janjiw', 'point', 'coffe', 'fore', 'sama', 'kopi', 'soe']","['karena', 'di', 'domku', 'cuma', 'ada', 'kopi kenangan', 'janji jiwa', 'point', 'coffe', 'fore', 'sama', 'kopi', 'soe']","['domku', 'cuma', 'kopi kenangan', 'janji jiwa', 'point', 'coffe', 'fore', 'sama', 'kopi', 'soe']",dom cuma kopi kenang janji_jiwa point coffe fore sama kopi soe
karna di domku cuma ada kopken janjiw point coffe fore sama kopi soe. jadi paling enak fore tapi pricely wkwk jadi kopken aja yg enak dan murah,jadi paling enak fore tapi pricely wkwk jadi kopken aja yg enak dan murah,jadi paling enak fore tapi pricely wkwk jadi kopken aja yg enak dan murah,jadi paling enak fore tapi pricely wkwk jadi kopken aja yg enak dan murah,"['jadi', 'paling', 'enak', 'fore', 'tapi', 'pricely', 'wkwk', 'jadi', 'kopken', 'aja', 'yg', 'enak', 'dan', 'murah']","['jadi', 'paling', 'enak', 'fore', 'tapi', 'pricely', 'tertawa', 'jadi', 'kopi kenangan', 'saja', 'yang', 'enak', 'dan', 'murah']","['jadi', 'paling', 'enak', 'fore', 'pricely', 'tertawa', 'jadi', 'kopi kenangan', 'enak', 'murah']",jadi paling enak fore pricely tertawa jadi kopi kenang enak murah
Di antara semua kopi ini baru pernah nyoba kopken janjiw point fore sm tomoro,Di antara semua kopi ini baru pernah nyoba kopken janjiw point fore sm tomoro,Di antara semua kopi ini baru pernah nyoba kopken janjiw point fore sm tomoro,di antara semua kopi ini baru pernah nyoba kopken janjiw point fore sm tomoro,"['di', 'antara', 'semua', 'kopi', 'ini', 'baru', 'pernah', 'nyoba', 'kopken', 'janjiw', 'point', 'fore', 'sm', 'tomoro']","['di', 'antara', 'semua', 'kopi', 'ini', 'baru', 'pernah', 'mencoba', 'kopi kenangan', 'janji jiwa', 'point', 'fore', 'sama', 'tomoro']","['semua', 'kopi', 'baru', 'pernah', 'mencoba', 'kopi kenangan', 'janji jiwa', 'point', 'fore', 'sama', 'tomoro']",semua kopi baru pernah coba kopi kenang janji_jiwa point fore sama tomoro
@tanyakanrl janjiw sama point,@tanyakanrl janjiw sama point, janjiw sama point, janjiw sama point,"['janjiw', 'sama', 'point']","['janji jiwa', 'sama', 'point']","['janji jiwa', 'sama', 'point']",janji_jiwa sama point
@tanyakanrl kopken janjiw point sihhh,@tanyakanrl kopken janjiw point sihhh, kopken janjiw point sihhh, kopken janjiw point sihhh,"['kopken', 'janjiw', 'point', 'sihhh']","['kopi kenangan', 'janji jiwa', 'point', 'sih']","['kopi kenangan', 'janji jiwa', 'point', 'sih']",kopi kenang janji_jiwa point sih
@tanyakanrl Janjiw lebih suka rasa ice americanonya janjiw dri pada kenangan,@tanyakanrl Janjiw lebih suka rasa ice americanonya janjiw dri pada kenangan, Janjiw lebih suka rasa ice americanonya janjiw dri pada kenangan, janjiw lebih suka rasa ice americanonya janjiw dri pada kenangan,"['janjiw', 'lebih', 'suka', 'rasa', 'ice', 'americanonya', 'janjiw', 'dri', 'pada', 'kenangan']","['janji jiwa', 'lebih', 'suka', 'rasa', 'ice', 'americanonya', 'janji jiwa', 'dari', 'pada', 'kenangan']","['janji jiwa', 'lebih', 'suka', 'rasa', 'ice', 'americanonya', 'janji jiwa', 'kenangan']",janji_jiwa lebih suka rasa ice americanonya janji_jiwa kenang
@tanyakanrl Bjir janjiw ko bisa nomor dua? Kopi rasa air doang itu apa karna murah dan sering promo ya? ,@tanyakanrl Bjir janjiw ko bisa nomor dua?, Bjir janjiw ko bisa nomor dua, bjir janjiw ko bisa nomor dua,"['bjir', 'janjiw', 'ko', 'bisa', 'nomor', 'dua']","['bjir', 'janji jiwa', 'kok', 'bisa', 'nomor', 'dua']","['bjir', 'janji jiwa', 'kok', 'nomor']",bjir janji_jiwa kok nomor
@tanyakanrl Bjir janjiw ko bisa nomor dua? Kopi rasa air doang itu apa karna murah dan sering promo ya? ,Kopi rasa air doang itu apa karna murah dan sering promo ya?,Kopi rasa air doang itu apa karna murah dan sering promo ya,kopi rasa air doang itu apa karna murah dan sering promo ya,"['kopi', 'rasa', 'air', 'doang', 'itu', 'apa', 'karna', 'murah', 'dan', 'sering', 'promo', 'ya']","['kopi', 'rasa', 'air', 'doang', 'itu', 'apa', 'karena', 'murah', 'dan', 'sering', 'promo', 'ya']","['kopi', 'rasa', 'air', 'doang', 'apa', 'murah', 'sering', 'promo']",kopi rasa air doang apa murah sering promo
Final Rank: 1. Tuku 2. Arabica 3. Filkop (perfecto) 4. Fore 5. FM 6. KopKen (kl filkop biasa bakal nyelip disini) 7. Kulo 8. Tomoro 9. Nako 10. JanJiw gapernah nyobain/lupa jd dibawah bukan karna jelek ya kawan 11. kopisoe 12. point,Final Rank: 1.,Final Rank ,final rank ,"['final', 'rank']","['final', 'rank']","['final', 'rank']",final rank
Final Rank: 1. Tuku 2. Arabica 3. Filkop (perfecto) 4. Fore 5. FM 6. KopKen (kl filkop biasa bakal nyelip disini) 7. Kulo 8. Tomoro 9. Nako 10. JanJiw gapernah nyobain/lupa jd dibawah bukan karna jelek ya kawan 11. kopisoe 12. point,Tuku 2.,Tuku ,tuku ,['tuku'],['tuku'],['tuku'],tuku
Final Rank: 1. Tuku 2. Arabica 3. Filkop (perfecto) 4. Fore 5. FM 6. KopKen (kl filkop biasa bakal nyelip disini) 7. Kulo 8. Tomoro 9. Nako 10. JanJiw gapernah nyobain/lupa jd dibawah bukan karna jelek ya kawan 11. kopisoe 12. point,Arabica 3.,Arabica ,arabica ,['arabica'],['arabica'],['arabica'],arabica
Final Rank: 1. Tuku 2. Arabica 3. Filkop (perfecto) 4. Fore 5. FM 6. KopKen (kl filkop biasa bakal nyelip disini) 7. Kulo 8. Tomoro 9. Nako 10. JanJiw gapernah nyobain/lupa jd dibawah bukan karna jelek ya kawan 11. kopisoe 12. point,Filkop (perfecto) 4.,Filkop perfecto ,filkop perfecto ,"['filkop', 'perfecto']","['filkop', 'perfecto']","['filkop', 'perfecto']",filkop perfecto
Final Rank: 1. Tuku 2. Arabica 3. Filkop (perfecto) 4. Fore 5. FM 6. KopKen (kl filkop biasa bakal nyelip disini) 7. Kulo 8. Tomoro 9. Nako 10. JanJiw gapernah nyobain/lupa jd dibawah bukan karna jelek ya kawan 11. kopisoe 12. point,Fore 5.,Fore ,fore ,['fore'],['fore'],['fore'],fore
Final Rank: 1. Tuku 2. Arabica 3. Filkop (perfecto) 4. Fore 5. FM 6. KopKen (kl filkop biasa bakal nyelip disini) 7. Kulo 8. Tomoro 9. Nako 10. JanJiw gapernah nyobain/lupa jd dibawah bukan karna jelek ya kawan 11. kopisoe 12. point,FM 6.,FM ,fm ,['fm'],['fm'],['fm'],fm
Final Rank: 1. Tuku 2. Arabica 3. Filkop (perfecto) 4. Fore 5. FM 6. KopKen (kl filkop biasa bakal nyelip disini) 7. Kulo 8. Tomoro 9. Nako 10. JanJiw gapernah nyobain/lupa jd dibawah bukan karna jelek ya kawan 11. kopisoe 12. point,KopKen (kl filkop biasa bakal nyelip disini) 7.,KopKen kl filkop biasa bakal nyelip disini ,kopken kl filkop biasa bakal nyelip disini ,"['kopken', 'kl', 'filkop', 'biasa', 'bakal', 'nyelip', 'disini']","['kopi kenangan', 'kalo', 'filkop', 'biasa', 'bakal', 'nyelip', 'disini']","['kopi kenangan', 'kalo', 'filkop', 'biasa', 'bakal', 'nyelip', 'disini']",kopi kenang kalo filkop biasa bakal nyelip sini
Final Rank: 1. Tuku 2. Arabica 3. Filkop (perfecto) 4. Fore 5. FM 6. KopKen (kl filkop biasa bakal nyelip disini) 7. Kulo 8. Tomoro 9. Nako 10. JanJiw gapernah nyobain/lupa jd dibawah bukan karna jelek ya kawan 11. kopisoe 12. point,Kulo 8.,Kulo ,kulo ,['kulo'],['saya'],[],
Final Rank: 1. Tuku 2. Arabica 3. Filkop (perfecto) 4. Fore 5. FM 6. KopKen (kl filkop biasa bakal nyelip disini) 7. Kulo 8. Tomoro 9. Nako 10. JanJiw gapernah nyobain/lupa jd dibawah bukan karna jelek ya kawan 11. kopisoe 12. point,Tomoro 9.,Tomoro ,tomoro ,['tomoro'],['tomoro'],['tomoro'],tomoro
Final Rank: 1. Tuku 2. Arabica 3. Filkop (perfecto) 4. Fore 5. FM 6. KopKen (kl filkop biasa bakal nyelip disini) 7. Kulo 8. Tomoro 9. Nako 10. JanJiw gapernah nyobain/lupa jd dibawah bukan karna jelek ya kawan 11. kopisoe 12. point,Nako 10.,Nako ,nako ,['nako'],['nako'],['nako'],nako
Final Rank: 1. Tuku 2. Arabica 3. Filkop (perfecto) 4. Fore 5. FM 6. KopKen (kl filkop biasa bakal nyelip disini) 7. Kulo 8. Tomoro 9. Nako 10. JanJiw gapernah nyobain/lupa jd dibawah bukan karna jelek ya kawan 11. kopisoe 12. point,JanJiw gapernah nyobain/lupa jd dibawah bukan karna jelek ya kawan 11. kopisoe 12. point,JanJiw gapernah nyobainlupa jd dibawah bukan karna jelek ya kawan  kopisoe  point,janjiw gapernah nyobainlupa jd dibawah bukan karna jelek ya kawan  kopisoe  point,"['janjiw', 'gapernah', 'nyobainlupa', 'jd', 'dibawah', 'bukan', 'karna', 'jelek', 'ya', 'kawan', 'kopisoe', 'point']","['janji jiwa', 'enggak pernah', 'nyobainlupa', 'jadi', 'dibawah', 'bukan', 'karena', 'jelek', 'ya', 'kawan', 'kopisoe', 'point']","['janji jiwa', 'enggak pernah', 'nyobainlupa', 'jadi', 'dibawah', 'bukan', 'jelek', 'kawan', 'kopisoe', 'point']",janji_jiwa enggak pernah nyobainlupa jadi bawah bukan jelek kawan kopisoe point
@aimr0d *janjiw,@aimr0d *janjiw, janjiw, janjiw,['janjiw'],['janji jiwa'],['janji jiwa'],janji_jiwa
Janjiw yg ena cuma toastnya doang,Janjiw yg ena cuma toastnya doang,Janjiw yg ena cuma toastnya doang,janjiw yg ena cuma toastnya doang,"['janjiw', 'yg', 'ena', 'cuma', 'toastnya', 'doang']","['janji jiwa', 'yang', 'ena', 'cuma', 'toastnya', 'doang']","['janji jiwa', 'ena', 'cuma', 'toastnya', 'doang']",janji_jiwa ena cuma toastnya doang
@ipungcantiik janjiw kopken fix sih bikin gemeter pusing DAN intensitasnya tergantung cabangnya jadi bingung apa bedanya,@ipungcantiik janjiw kopken fix sih bikin gemeter pusing DAN intensitasnya tergantung cabangnya jadi bingung apa bedanya, janjiw kopken fix sih bikin gemeter pusing DAN intensitasnya tergantung cabangnya jadi bingung apa bedanya, janjiw kopken fix sih bikin gemeter pusing dan intensitasnya tergantung cabangnya jadi bingung apa bedanya,"['janjiw', 'kopken', 'fix', 'sih', 'bikin', 'gemeter', 'pusing', 'dan', 'intensitasnya', 'tergantung', 'cabangnya', 'jadi', 'bingung', 'apa', 'bedanya']","['janji jiwa', 'kopi kenangan', 'fix', 'sih', 'bikin', 'gemeter', 'pusing', 'dan', 'intensitasnya', 'tergantung', 'cabangnya', 'jadi', 'bingung', 'apa', 'bedanya']","['janji jiwa', 'kopi kenangan', 'fix', 'sih', 'bikin', 'gemeter', 'pusing', 'intensitasnya', 'tergantung', 'cabangnya', 'jadi', 'bingung', 'apa', 'bedanya']",janji_jiwa kopi kenang fix sih bikin gemeter pusing intensitas gantung cabang jadi bingung apa beda
@rukaaawai janjiw gw pernah beli matcha rasanya amsyong ada asem2nya anjri susunya basi apa ya msh kesel,@rukaaawai janjiw gw pernah beli matcha rasanya amsyong ada asem2nya anjri susunya basi apa ya msh kesel, janjiw gw pernah beli matcha rasanya amsyong ada asemnya anjri susunya basi apa ya msh kesel, janjiw gw pernah beli matcha rasanya amsyong ada asemnya anjri susunya basi apa ya msh kesel,"['janjiw', 'gw', 'pernah', 'beli', 'matcha', 'rasanya', 'amsyong', 'ada', 'asemnya', 'anjri', 'susunya', 'basi', 'apa', 'ya', 'msh', 'kesel']","['janji jiwa', 'saya', 'pernah', 'beli', 'matcha', 'rasanya', 'amsyong', 'ada', 'asemnya', 'anjri', 'susunya', 'basi', 'apa', 'ya', 'masih', 'kesel']","['janji jiwa', 'pernah', 'beli', 'matcha', 'rasanya', 'amsyong', 'asemnya', 'anjri', 'susunya', 'basi', 'apa', 'kesel']",janji_jiwa pernah beli matcha rasa amsyong asemnya anjri susu basi apa kesel
@showhyukstrash Aku pertama kali minum janjiw rasanya dominan air,@showhyukstrash Aku pertama kali minum janjiw rasanya dominan air, Aku pertama kali minum janjiw rasanya dominan air, aku pertama kali minum janjiw rasanya dominan air,"['aku', 'pertama', 'kali', 'minum', 'janjiw', 'rasanya', 'dominan', 'air']","['aku', 'pertama', 'kali', 'minum', 'janji jiwa', 'rasanya', 'dominan', 'air']","['aku', 'pertama', 'kali', 'minum', 'janji jiwa', 'rasanya', 'dominan', 'air']",aku pertama kali minum janji_jiwa rasa dominan air
@tanyakanrl point/janjiw,@tanyakanrl point/janjiw, pointjanjiw, pointjanjiw,['pointjanjiw'],['pointjanjiw'],['pointjanjiw'],pointjanjiw
gw blm pernah coba tuku jd blm tau tapi POINT KOPI GAMUNGKIN SEJAJAR AMA KOPKEN YA PLISSS MINIMAL BELIAU 1 TIER DI ATASNYA gw suka kopken tp dia blm bisa menggantikan point tp setuju janjiw paling bawah ,gw blm pernah coba tuku jd blm tau tapi POINT KOPI GAMUNGKIN SEJAJAR AMA KOPKEN YA PLISSS MINIMAL BELIAU 1 TIER DI ATASNYA gw suka kopken tp dia blm bisa menggantikan point tp setuju janjiw paling bawah,gw blm pernah coba tuku jd blm tau tapi POINT KOPI GAMUNGKIN SEJAJAR AMA KOPKEN YA PLISSS MINIMAL BELIAU  TIER DI ATASNYA gw suka kopken tp dia blm bisa menggantikan point tp setuju janjiw paling bawah,gw blm pernah coba tuku jd blm tau tapi point kopi gamungkin sejajar ama kopken ya plisss minimal beliau  tier di atasnya gw suka kopken tp dia blm bisa menggantikan point tp setuju janjiw paling bawah,"['gw', 'blm', 'pernah', 'coba', 'tuku', 'jd', 'blm', 'tau', 'tapi', 'point', 'kopi', 'gamungkin', 'sejajar', 'ama', 'kopken', 'ya', 'plisss', 'minimal', 'beliau', 'tier', 'di', 'atasnya', 'gw', 'suka', 'kopken', 'tp', 'dia', 'blm', 'bisa', 'menggantikan', 'point', 'tp', 'setuju', 'janjiw', 'paling', 'bawah']","['saya', 'belum', 'pernah', 'coba', 'tuku', 'jadi', 'belum', 'tau', 'tapi', 'point', 'kopi', 'gamungkin', 'sejajar', 'sama', 'kopi kenangan', 'ya', 'plisss', 'minimal', 'beliau', 'tier', 'di', 'atasnya', 'saya', 'suka', 'kopi kenangan', 'tapi', 'dia', 'belum', 'bisa', 'menggantikan', 'point', 'tapi', 'setuju', 'janji jiwa', 'paling', 'bawah']","['pernah', 'coba', 'tuku', 'jadi', 'tau', 'point', 'kopi', 'gamungkin', 'sejajar', 'sama', 'kopi kenangan', 'plisss', 'minimal', 'beliau', 'tier', 'atasnya', 'suka', 'kopi kenangan', 'menggantikan', 'point', 'setuju', 'janji jiwa', 'paling', 'bawah']",pernah coba tuku jadi tau point kopi gamungkin sejajar sama kopi kenang plisss minimal beliau tier atas suka kopi kenang ganti point tuju janji_jiwa paling bawah
@aimr0d perasaan janjiw g se comberan itu,@aimr0d perasaan janjiw g se comberan itu, perasaan janjiw g se comberan itu, perasaan janjiw g se comberan itu,"['perasaan', 'janjiw', 'g', 'se', 'comberan', 'itu']","['perasaan', 'janji jiwa', 'enggak', 'se', 'kualitas buruk', 'itu']","['perasaan', 'janji jiwa', 'enggak', 'se', 'kualitas buruk']",asa janji_jiwa enggak se kualitas buruk
@aimr0d Sumpah janjiw sekarang kek air dikasih kopi setetes bahkan kopi saset lebih enak ,@aimr0d Sumpah janjiw sekarang kek air dikasih kopi setetes bahkan kopi saset lebih enak, Sumpah janjiw sekarang kek air dikasih kopi setetes bahkan kopi saset lebih enak, sumpah janjiw sekarang kek air dikasih kopi setetes bahkan kopi saset lebih enak,"['sumpah', 'janjiw', 'sekarang', 'kek', 'air', 'dikasih', 'kopi', 'setetes', 'bahkan', 'kopi', 'saset', 'lebih', 'enak']","['sumpah', 'janji jiwa', 'sekarang', 'kayak', 'air', 'dikasih', 'kopi', 'setetes', 'bahkan', 'kopi', 'saset', 'lebih', 'enak']","['sumpah', 'janji jiwa', 'sekarang', 'kayak', 'air', 'dikasih', 'kopi', 'setetes', 'bahkan', 'kopi', 'saset', 'lebih', 'enak']",sumpah janji_jiwa sekarang kayak air kasih kopi tetes bahkan kopi saset lebih enak
